Time	Carb1	Carb2	Carb3	Carb4	Carb5	Carb6	Carb7	Carb8	Carb9	Carb10	Carb11	Carb12	Carb13	Carb14	Carb15	Sil1	Sil2	Sil3	Sil4	Sil5	Sil6	Sil7	Sil8	Sil9	Sil10	Sil11	Sil12	Sil13	Sil14	Sil15	c131	c132	c133	c134	c135	c136	c137	c138	c139	c1310	c1311	c1312	c1313	c1314	c1315	
118275	6.85836e+17	2.7877e+17	1.21991e+17	7.71845e+16	1.54369e+17	2.31553e+17	3.08738e+17	3.85922e+17	4.63107e+17	5.40291e+17	6.17476e+17	6.9466e+17	7.63498e+17	4.59513e+17	8.59849e+15	6.12018e+15	5.60176e+15	2.45135e+15	1.55099e+15	3.10197e+15	4.65296e+15	6.20395e+15	7.75493e+15	9.30592e+15	1.08569e+16	1.24079e+16	1.39589e+16	2.05836e+16	2.46436e+17	4.53949e+17	2.61169	2.42644	2.42644	2.42644	2.42644	2.42644	2.42644	2.42644	2.42644	2.42644	2.42644	2.42644	2.29328	2.97234	4.68985	
118529	6.85837e+17	2.78771e+17	1.21991e+17	7.71846e+16	1.54369e+17	2.31554e+17	3.08739e+17	3.85923e+17	4.63108e+17	5.40292e+17	6.17477e+17	6.94662e+17	7.63485e+17	4.60643e+17	8.59848e+15	6.11989e+15	5.60145e+15	2.45121e+15	1.5509e+15	3.1018e+15	4.6527e+15	6.2036e+15	7.7545e+15	9.3054e+15	1.08563e+16	1.24072e+16	1.39581e+16	2.05919e+16	2.4583e+17	4.53949e+17	2.61488	2.42995	2.42995	2.42995	2.42995	2.42995	2.42995	2.42995	2.42995	2.42995	2.42995	2.42995	2.29679	2.96401	4.68985	
118782	6.85837e+17	2.78771e+17	1.21991e+17	7.71848e+16	1.5437e+17	2.31554e+17	3.08739e+17	3.85924e+17	4.63109e+17	5.40293e+17	6.17478e+17	6.94663e+17	7.63471e+17	4.61769e+17	8.59848e+15	6.1196e+15	5.60114e+15	2.45107e+15	1.55081e+15	3.10163e+15	4.65244e+15	6.20325e+15	7.75407e+15	9.30488e+15	1.08557e+16	1.24065e+16	1.39573e+16	2.06002e+16	2.45226e+17	4.53949e+17	2.61806	2.43344	2.43344	2.43344	2.43344	2.43344	2.43344	2.43344	2.43344	2.43344	2.43344	2.43344	2.30029	2.95577	4.68985	
119035	6.85838e+17	2.78772e+17	1.21991e+17	7.71849e+16	1.5437e+17	2.31555e+17	3.0874e+17	3.85925e+17	4.6311e+17	5.40294e+17	6.17479e+17	6.94664e+17	7.63458e+17	4.62893e+17	8.59848e+15	6.1193e+15	5.60083e+15	2.45094e+15	1.55073e+15	3.10145e+15	4.65218e+15	6.20291e+15	7.75364e+15	9.30436e+15	1.08551e+16	1.24058e+16	1.39565e+16	2.06084e+16	2.44622e+17	4.53949e+17	2.62124	2.43693	2.43693	2.43693	2.43693	2.43693	2.43693	2.43693	2.43693	2.43693	2.43693	2.43693	2.30378	2.9476	4.68985	
119288	6.85838e+17	2.78773e+17	1.21992e+17	7.71851e+16	1.5437e+17	2.31555e+17	3.0874e+17	3.85925e+17	4.6311e+17	5.40295e+17	6.17481e+17	6.94666e+17	7.63444e+17	4.64019e+17	8.59848e+15	6.11901e+15	5.60052e+15	2.4508e+15	1.55064e+15	3.10128e+15	4.65192e+15	6.20256e+15	7.75321e+15	9.30385e+15	1.08545e+16	1.24051e+16	1.39558e+16	2.06167e+16	2.44016e+17	4.53949e+17	2.62441	2.44041	2.44041	2.44041	2.44041	2.44041	2.44041	2.44041	2.44041	2.44041	2.44041	2.44041	2.30728	2.93948	4.68985	
119541	6.85839e+17	2.78773e+17	1.21992e+17	7.71852e+16	1.5437e+17	2.31556e+17	3.08741e+17	3.85926e+17	4.63111e+17	5.40296e+17	6.17482e+17	6.94667e+17	7.63431e+17	4.6514e+17	8.59848e+15	6.11872e+15	5.60021e+15	2.45066e+15	1.55056e+15	3.10111e+15	4.65167e+15	6.20222e+15	7.75278e+15	9.30333e+15	1.08539e+16	1.24044e+16	1.3955e+16	2.06249e+16	2.43413e+17	4.53949e+17	2.62757	2.44388	2.44388	2.44388	2.44388	2.44388	2.44388	2.44388	2.44388	2.44388	2.44388	2.44388	2.31075	2.93146	4.68984	
119795	6.8584e+17	2.78774e+17	1.21992e+17	7.71853e+16	1.54371e+17	2.31556e+17	3.08741e+17	3.85927e+17	4.63112e+17	5.40297e+17	6.17483e+17	6.94668e+17	7.63418e+17	4.66265e+17	8.59848e+15	6.11843e+15	5.5999e+15	2.45053e+15	1.55047e+15	3.10094e+15	4.65141e+15	6.20188e+15	7.75235e+15	9.30282e+15	1.08533e+16	1.24038e+16	1.39542e+16	2.06332e+16	2.42807e+17	4.53949e+17	2.63074	2.44736	2.44736	2.44736	2.44736	2.44736	2.44736	2.44736	2.44736	2.44736	2.44736	2.44736	2.31424	2.92347	4.68984	
120047	6.8584e+17	2.78774e+17	1.21992e+17	7.71855e+16	1.54371e+17	2.31556e+17	3.08742e+17	3.85927e+17	4.63113e+17	5.40298e+17	6.17484e+17	6.94669e+17	7.63404e+17	4.67383e+17	8.59848e+15	6.11815e+15	5.59959e+15	2.4504e+15	1.55039e+15	3.10077e+15	4.65116e+15	6.20154e+15	7.75193e+15	9.30231e+15	1.08527e+16	1.24031e+16	1.39535e+16	2.06415e+16	2.42205e+17	4.53949e+17	2.63389	2.45082	2.45082	2.45082	2.45082	2.45082	2.45082	2.45082	2.45082	2.45082	2.45082	2.45082	2.31771	2.91558	4.68984	
120301	6.85841e+17	2.78775e+17	1.21992e+17	7.71856e+16	1.54371e+17	2.31557e+17	3.08742e+17	3.85928e+17	4.63114e+17	5.40299e+17	6.17485e+17	6.94671e+17	7.63391e+17	4.68507e+17	8.59848e+15	6.11786e+15	5.59928e+15	2.45026e+15	1.5503e+15	3.1006e+15	4.6509e+15	6.2012e+15	7.7515e+15	9.3018e+15	1.08521e+16	1.24024e+16	1.39527e+16	2.06497e+16	2.41599e+17	4.53949e+17	2.63706	2.45429	2.45429	2.45429	2.45429	2.45429	2.45429	2.45429	2.45429	2.45429	2.45429	2.45429	2.32119	2.90771	4.68984	
120554	6.85841e+17	2.78775e+17	1.21993e+17	7.71858e+16	1.54372e+17	2.31557e+17	3.08743e+17	3.85929e+17	4.63115e+17	5.403e+17	6.17486e+17	6.94672e+17	7.63378e+17	4.69625e+17	8.59848e+15	6.11757e+15	5.59898e+15	2.45013e+15	1.55022e+15	3.10043e+15	4.65065e+15	6.20086e+15	7.75108e+15	9.30129e+15	1.08515e+16	1.24017e+16	1.39519e+16	2.0658e+16	2.40995e+17	4.53949e+17	2.6402	2.45775	2.45775	2.45775	2.45775	2.45775	2.45775	2.45775	2.45775	2.45775	2.45775	2.45775	2.32465	2.89994	4.68984	
