Time	Carb1	Carb2	Carb3	Carb4	Carb5	Carb6	Carb7	Carb8	Carb9	Carb10	Carb11	Carb12	Carb13	Carb14	Carb15	Sil1	Sil2	Sil3	Sil4	Sil5	Sil6	Sil7	Sil8	Sil9	Sil10	Sil11	Sil12	Sil13	Sil14	Sil15	c131	c132	c133	c134	c135	c136	c137	c138	c139	c1310	c1311	c1312	c1313	c1314	c1315	
36450.2	6.85697e+17	2.78533e+17	1.21887e+17	7.71187e+16	1.54237e+17	2.31356e+17	3.08475e+17	3.85593e+17	4.62453e+17	5.38892e+17	6.15956e+17	6.93964e+17	7.59282e+17	3.35277e+17	8.59294e+15	6.21049e+15	5.75244e+15	2.51728e+15	1.59271e+15	3.18541e+15	4.77812e+15	6.37082e+15	7.96353e+15	9.72009e+15	1.17427e+16	1.33692e+16	1.43968e+16	2.32974e+16	3.09771e+17	4.53653e+17	1.4934	4.17908	4.17908	4.17908	4.17908	4.17908	4.17908	4.17908	4.27744	4.54219	4.70752	4.69319	4.68985	4.68986	4.68986	
36703.6	6.85703e+17	2.78533e+17	1.21887e+17	7.71187e+16	1.54237e+17	2.31356e+17	3.08475e+17	3.85594e+17	4.62434e+17	5.38797e+17	6.15713e+17	6.93658e+17	7.59285e+17	3.35285e+17	8.59295e+15	6.20682e+15	5.7525e+15	2.51731e+15	1.59272e+15	3.18544e+15	4.77817e+15	6.37089e+15	7.96361e+15	9.73233e+15	1.18031e+16	1.35232e+16	1.4591e+16	2.33061e+16	3.09778e+17	4.53654e+17	1.46492	4.13644	4.13644	4.13644	4.13644	4.13644	4.13644	4.13644	4.23833	4.5167	4.6995	4.69179	4.68983	4.68986	4.68986	
36953.8	6.8571e+17	2.78533e+17	1.21887e+17	7.71188e+16	1.54238e+17	2.31356e+17	3.08475e+17	3.85594e+17	4.62415e+17	5.387e+17	6.15455e+17	6.9332e+17	7.59282e+17	3.35293e+17	8.59297e+15	6.20326e+15	5.75243e+15	2.51728e+15	1.5927e+15	3.18541e+15	4.77811e+15	6.37081e+15	7.96352e+15	9.74429e+15	1.18644e+16	1.36866e+16	1.48053e+16	2.33177e+16	3.09785e+17	4.53655e+17	1.43867	4.09296	4.09296	4.09296	4.09296	4.09296	4.09296	4.09296	4.19817	4.48977	4.69038	4.68997	4.68981	4.68986	4.68986	
37207	6.85716e+17	2.78534e+17	1.21887e+17	7.71189e+16	1.54238e+17	2.31357e+17	3.08476e+17	3.85594e+17	4.62397e+17	5.386e+17	6.15176e+17	6.9294e+17	7.59272e+17	3.35301e+17	8.59298e+15	6.19971e+15	5.75224e+15	2.51719e+15	1.59265e+15	3.1853e+15	4.77795e+15	6.3706e+15	7.96325e+15	9.75623e+15	1.19278e+16	1.38632e+16	1.50466e+16	2.33335e+16	3.09793e+17	4.53655e+17	1.41383	4.04762	4.04762	4.04762	4.04762	4.04762	4.04762	4.04762	4.15603	4.46072	4.67984	4.68759	4.68978	4.68986	4.68986	
37457.7	6.85722e+17	2.78534e+17	1.21887e+17	7.71191e+16	1.54238e+17	2.31357e+17	3.08476e+17	3.85595e+17	4.62379e+17	5.38499e+17	6.14882e+17	6.92522e+17	7.59253e+17	3.3531e+17	8.59299e+15	6.19626e+15	5.75192e+15	2.51706e+15	1.59256e+15	3.18513e+15	4.77769e+15	6.37025e+15	7.96281e+15	9.76784e+15	1.19917e+16	1.40492e+16	1.53112e+16	2.33543e+16	3.09801e+17	4.53656e+17	1.39082	4.00144	4.00144	4.00144	4.00144	4.00144	4.00144	4.00144	4.11285	4.43015	4.66801	4.68463	4.68972	4.68986	4.68986	
37708.6	6.85729e+17	2.78535e+17	1.21888e+17	7.71193e+16	1.54239e+17	2.31358e+17	3.08477e+17	3.85597e+17	4.62361e+17	5.38397e+17	6.14572e+17	6.92062e+17	7.59224e+17	3.35319e+17	8.593e+15	6.19285e+15	5.75149e+15	2.51687e+15	1.59244e+15	3.18489e+15	4.77733e+15	6.36977e+15	7.96221e+15	9.7792e+15	1.20565e+16	1.42459e+16	1.56026e+16	2.33814e+16	3.09809e+17	4.53656e+17	1.36926	3.95405	3.95405	3.95405	3.95405	3.95405	3.95405	3.95405	4.06826	4.39779	4.65471	4.68098	4.68965	4.68986	4.68986	
37960.1	6.85735e+17	2.78536e+17	1.21888e+17	7.71196e+16	1.54239e+17	2.31359e+17	3.08478e+17	3.85598e+17	4.62344e+17	5.38293e+17	6.14244e+17	6.91556e+17	7.5918e+17	3.35327e+17	8.59301e+15	6.18949e+15	5.75094e+15	2.51663e+15	1.59229e+15	3.18458e+15	4.77687e+15	6.36916e+15	7.96145e+15	9.79026e+15	1.21221e+16	1.44533e+16	1.59224e+16	2.34166e+16	3.09818e+17	4.53657e+17	1.349	3.90541	3.90541	3.90541	3.90541	3.90541	3.90541	3.90541	4.02223	4.36356	4.63983	4.67653	4.68954	4.68986	4.68986	
38211	6.85741e+17	2.78537e+17	1.21889e+17	7.71199e+16	1.5424e+17	2.3136e+17	3.0848e+17	3.856e+17	4.62327e+17	5.3819e+17	6.13901e+17	6.91007e+17	7.59121e+17	3.35336e+17	8.59302e+15	6.1862e+15	5.75028e+15	2.51634e+15	1.59211e+15	3.18421e+15	4.77632e+15	6.36843e+15	7.96053e+15	9.80093e+15	1.21877e+16	1.46698e+16	1.627e+16	2.34615e+16	3.09826e+17	4.53658e+17	1.33003	3.85584	3.85584	3.85584	3.85584	3.85584	3.85584	3.85584	3.97506	4.32764	4.62336	4.67122	4.68938	4.68986	4.68986	
38462.5	6.85747e+17	2.78539e+17	1.21889e+17	7.71203e+16	1.54241e+17	2.31361e+17	3.08481e+17	3.85601e+17	4.62311e+17	5.38086e+17	6.13544e+17	6.9041e+17	7.59042e+17	3.35345e+17	8.59303e+15	6.18294e+15	5.7495e+15	2.516e+15	1.59189e+15	3.18378e+15	4.77567e+15	6.36757e+15	7.95946e+15	9.8112e+15	1.22534e+16	1.48957e+16	1.66473e+16	2.35182e+16	3.09834e+17	4.53658e+17	1.31218	3.8052	3.8052	3.8052	3.8052	3.8052	3.8052	3.8052	3.9266	4.2899	4.60516	4.66492	4.68916	4.68986	4.68986	
38714.1	6.85752e+17	2.7854e+17	1.2189e+17	7.71207e+16	1.54241e+17	2.31362e+17	3.08483e+17	3.85604e+17	4.62296e+17	5.37983e+17	6.13174e+17	6.89767e+17	7.5894e+17	3.35354e+17	8.59304e+15	6.17974e+15	5.74862e+15	2.51561e+15	1.59165e+15	3.18329e+15	4.77494e+15	6.36659e+15	7.95823e+15	9.82102e+15	1.23189e+16	1.51298e+16	1.70539e+16	2.3589e+16	3.09843e+17	4.53659e+17	1.29539	3.75365	3.75365	3.75365	3.75365	3.75365	3.75365	3.75365	3.87701	4.25043	4.58518	4.65754	4.68886	4.68986	4.68986	
