Time	PCO2	SigCSurf	SigCDeep	AlkSurf	AlkDeep	PO4Surf	PO4Deep	d13CAtm	d13CSurf	d13CDeep	BioC	d13CBio	Inject	Stemp	Dtemp	Export	Lysocline	CalBurial	Dissolution	c13Diss	OrgBurial	PO4Burial	sCO3--Change	dCO3--Change	SAFrac
10049.5	3.36081	3.08771	3.23316	3.19456	3.20572	0.324887	1.57585	-4.69228	4.05681	3.09418	0.226828	-28.0629	0	289.959	280.959	0.000162184	4.49262	2.49669e-05	1.52713e-05	4.77547	5.02184e-06	1.55946e-05	-0.0553912	0.0625293	8.81463	
10303.6	3.36096	3.08769	3.23314	3.19454	3.20569	0.324886	1.57584	-4.69219	4.05688	3.09423	0.226828	-28.0628	0	289.959	280.959	0.000162183	4.49218	2.49718e-05	1.52663e-05	4.77568	5.02183e-06	1.55946e-05	-0.0553971	0.0625249	8.8146	
10554.6	3.36111	3.08767	3.23312	3.19452	3.20566	0.324886	1.57584	-4.69209	4.05694	3.09429	0.226828	-28.0627	0	289.96	280.96	0.000162183	4.49173	2.49765e-05	1.52615e-05	4.77588	5.02183e-06	1.55945e-05	-0.0554033	0.0625204	8.81456	
10805.3	3.36126	3.08765	3.2331	3.19449	3.20564	0.324885	1.57583	-4.692	4.057	3.09435	0.226828	-28.0626	0	289.96	280.96	0.000162182	4.49126	2.4981e-05	1.52569e-05	4.77608	5.02182e-06	1.55945e-05	-0.0554098	0.0625157	8.81452	
11055.9	3.36143	3.08764	3.23308	3.19446	3.2056	0.324884	1.57583	-4.6919	4.05706	3.09441	0.226828	-28.0625	0	289.96	280.96	0.000162182	4.49078	2.49854e-05	1.52524e-05	4.77628	5.02182e-06	1.55944e-05	-0.0554166	0.0625109	8.81448	
11307.4	3.3616	3.08762	3.23306	3.19443	3.20557	0.324883	1.57582	-4.6918	4.05712	3.09446	0.226828	-28.0624	0	289.961	280.961	0.000162182	4.49028	2.49896e-05	1.52481e-05	4.77649	5.02182e-06	1.55944e-05	-0.0554236	0.0625059	8.81444	
11561.4	3.36178	3.08759	3.23304	3.1944	3.20554	0.324882	1.57582	-4.6917	4.05718	3.09452	0.226828	-28.0623	0	289.961	280.961	0.000162181	4.48977	2.49937e-05	1.52439e-05	4.7767	5.02181e-06	1.55943e-05	-0.055431	0.0625007	8.8144	
11812.4	3.36196	3.08757	3.23302	3.19437	3.20551	0.324881	1.57582	-4.69159	4.05725	3.09458	0.226828	-28.0622	0	289.961	280.961	0.000162181	4.48925	2.49976e-05	1.52398e-05	4.7769	5.02181e-06	1.55943e-05	-0.0554386	0.0624955	8.81435	
12063.1	3.36215	3.08755	3.233	3.19434	3.20547	0.32488	1.57581	-4.69149	4.05731	3.09464	0.226828	-28.0621	0	289.962	280.962	0.00016218	4.48871	2.50014e-05	1.52359e-05	4.77711	5.0218e-06	1.55943e-05	-0.0554464	0.0624902	8.81431	
12313.8	3.36235	3.08753	3.23297	3.19431	3.20544	0.32488	1.57581	-4.69139	4.05737	3.09469	0.226828	-28.062	0	289.962	280.962	0.00016218	4.48817	2.50051e-05	1.52322e-05	4.77732	5.0218e-06	1.55942e-05	-0.0554544	0.0624848	8.81426	
12565.2	3.36255	3.08751	3.23295	3.19428	3.2054	0.324879	1.5758	-4.69128	4.05743	3.09475	0.226828	-28.0619	0	289.963	280.963	0.00016218	4.48762	2.50086e-05	1.52285e-05	4.77752	5.0218e-06	1.55942e-05	-0.0554626	0.0624793	8.81421	
12819.3	3.36275	3.08748	3.23292	3.19424	3.20536	0.324878	1.5758	-4.69118	4.05749	3.09481	0.226828	-28.0618	0	289.963	280.963	0.000162179	4.48705	2.50121e-05	1.5225e-05	4.77773	5.02179e-06	1.55941e-05	-0.0554711	0.0624736	8.81416	
13070.3	3.36296	3.08746	3.2329	3.19421	3.20532	0.324877	1.5758	-4.69107	4.05755	3.09486	0.226828	-28.0617	0	289.964	280.964	0.000162179	4.48648	2.50154e-05	1.52216e-05	4.77794	5.02179e-06	1.55941e-05	-0.0554796	0.0624679	8.81411	
13321	3.36317	3.08743	3.23287	3.19417	3.20528	0.324877	1.57579	-4.69096	4.05761	3.09492	0.226828	-28.0615	0	289.964	280.964	0.000162178	4.48591	2.50186e-05	1.52183e-05	4.77815	5.02178e-06	1.55941e-05	-0.0554883	0.0624622	8.81406	
13571.6	3.36339	3.08741	3.23285	3.19414	3.20525	0.324876	1.57579	-4.69085	4.05767	3.09497	0.226828	-28.0614	0	289.964	280.964	0.000162178	4.48533	2.50217e-05	1.52151e-05	4.77836	5.02178e-06	1.5594e-05	-0.0554971	0.0624563	8.81401	
13823.1	3.36361	3.08738	3.23282	3.1941	3.20521	0.324875	1.57578	-4.69075	4.05773	3.09503	0.226828	-28.0613	0	289.965	280.965	0.000162178	4.48474	2.50246e-05	1.52121e-05	4.77857	5.02178e-06	1.5594e-05	-0.0555061	0.0624505	8.81395	
14077.1	3.36383	3.08736	3.23279	3.19406	3.20516	0.324874	1.57578	-4.69064	4.05779	3.09508	0.226828	-28.0612	0	289.965	280.965	0.000162177	4.48414	2.50276e-05	1.5209e-05	4.77878	5.02177e-06	1.5594e-05	-0.0555153	0.0624444	8.8139	
14328.1	3.36406	3.08733	3.23276	3.19403	3.20512	0.324874	1.57578	-4.69053	4.05785	3.09513	0.226828	-28.0611	0	289.966	280.966	0.000162177	4.48354	2.50303e-05	1.52062e-05	4.77898	5.02177e-06	1.55939e-05	-0.0555246	0.0624385	8.81385	
14578.8	3.36429	3.08731	3.23274	3.19399	3.20508	0.324873	1.57577	-4.69042	4.05791	3.09519	0.226828	-28.061	0	289.966	280.966	0.000162177	4.48293	2.5033e-05	1.52034e-05	4.77919	5.02177e-06	1.55939e-05	-0.0555338	0.0624325	8.81379	
14829.4	3.36452	3.08728	3.23271	3.19395	3.20504	0.324872	1.57577	-4.69031	4.05796	3.09524	0.226828	-28.0609	0	289.967	280.967	0.000162176	4.48233	2.50356e-05	1.52008e-05	4.77939	5.02176e-06	1.55939e-05	-0.0555432	0.0624264	8.81374	
15080.9	3.36475	3.08725	3.23268	3.19391	3.205	0.324872	1.57577	-4.6902	4.05802	3.09529	0.226828	-28.0608	0	289.967	280.967	0.000162176	4.48172	2.5038e-05	1.51983e-05	4.7796	5.02176e-06	1.55938e-05	-0.0555527	0.0624203	8.81368	
15334.9	3.36498	3.08723	3.23265	3.19387	3.20496	0.324871	1.57576	-4.69009	4.05808	3.09535	0.226828	-28.0607	0	289.968	280.968	0.000162176	4.4811	2.50404e-05	1.51958e-05	4.77981	5.02176e-06	1.55938e-05	-0.0555624	0.0624141	8.81362	
15586	3.36522	3.0872	3.23262	3.19383	3.20492	0.32487	1.57576	-4.68998	4.05814	3.0954	0.226828	-28.0606	0	289.968	280.968	0.000162175	4.48048	2.50427e-05	1.51934e-05	4.78001	5.02175e-06	1.55938e-05	-0.055572	0.062408	8.81357	
15836.7	3.36546	3.08717	3.2326	3.1938	3.20487	0.32487	1.57576	-4.68987	4.05819	3.09545	0.226828	-28.0605	0	289.969	280.969	0.000162175	4.47987	2.50449e-05	1.51911e-05	4.78021	5.02175e-06	1.55938e-05	-0.0555816	0.0624019	8.81351	
16087.3	3.36569	3.08715	3.23257	3.19376	3.20483	0.324869	1.57575	-4.68976	4.05825	3.0955	0.226828	-28.0603	0	289.969	280.969	0.000162175	4.47925	2.5047e-05	1.5189e-05	4.78042	5.02175e-06	1.55937e-05	-0.0555913	0.0623957	8.81345	
16338.8	3.36593	3.08712	3.23254	3.19372	3.20479	0.324869	1.57575	-4.68965	4.0583	3.09555	0.226828	-28.0602	0	289.97	280.97	0.000162174	4.47864	2.5049e-05	1.51869e-05	4.78062	5.02174e-06	1.55937e-05	-0.055601	0.0623895	8.81339	
16592.8	3.36617	3.08709	3.23251	3.19368	3.20474	0.324868	1.57575	-4.68955	4.05836	3.0956	0.226828	-28.0601	0	289.97	280.97	0.000162174	4.47801	2.5051e-05	1.51848e-05	4.78082	5.02174e-06	1.55937e-05	-0.0556109	0.0623833	8.81333	
16843.8	3.36641	3.08706	3.23248	3.19364	3.2047	0.324868	1.57574	-4.68944	4.05841	3.09565	0.226828	-28.06	0	289.971	280.971	0.000162174	4.4774	2.50528e-05	1.51829e-05	4.78102	5.02174e-06	1.55936e-05	-0.0556206	0.0623771	8.81328	
17094.5	3.36665	3.08704	3.23245	3.1936	3.20466	0.324867	1.57574	-4.68933	4.05847	3.0957	0.226828	-28.0599	0	289.971	280.971	0.000162174	4.47678	2.50546e-05	1.51811e-05	4.78122	5.02174e-06	1.55936e-05	-0.0556304	0.062371	8.81322	
17345.1	3.36689	3.08701	3.23242	3.19356	3.20462	0.324867	1.57574	-4.68922	4.05852	3.09575	0.226828	-28.0598	0	289.972	280.972	0.000162173	4.47617	2.50563e-05	1.51794e-05	4.78141	5.02173e-06	1.55936e-05	-0.0556401	0.0623649	8.81316	
17596.6	3.36713	3.08698	3.23239	3.19352	3.20457	0.324866	1.57573	-4.68912	4.05858	3.0958	0.226828	-28.0597	0	289.972	280.972	0.000162173	4.47555	2.50579e-05	1.51777e-05	4.78161	5.02173e-06	1.55936e-05	-0.0556499	0.0623588	8.8131	
17850.6	3.36737	3.08695	3.23236	3.19348	3.20453	0.324866	1.57573	-4.68901	4.05863	3.09585	0.226828	-28.0596	0	289.973	280.973	0.000162173	4.47493	2.50594e-05	1.51761e-05	4.7818	5.02173e-06	1.55935e-05	-0.0556598	0.0623526	8.81304	
18101.7	3.36761	3.08693	3.23233	3.19344	3.20449	0.324865	1.57573	-4.6889	4.05868	3.0959	0.226828	-28.0595	0	289.974	280.974	0.000162173	4.47433	2.50609e-05	1.51746e-05	4.782	5.02173e-06	1.55935e-05	-0.0556695	0.0623465	8.81299	
18352.4	3.36785	3.0869	3.2323	3.1934	3.20444	0.324865	1.57573	-4.6888	4.05873	3.09595	0.226828	-28.0594	0	289.974	280.974	0.000162172	4.47372	2.50623e-05	1.51731e-05	4.78219	5.02172e-06	1.55935e-05	-0.0556792	0.0623405	8.81293	
18603	3.36809	3.08687	3.23227	3.19336	3.2044	0.324864	1.57572	-4.68869	4.05878	3.09599	0.226828	-28.0593	0	289.975	280.975	0.000162172	4.47312	2.50636e-05	1.51717e-05	4.78238	5.02172e-06	1.55935e-05	-0.0556889	0.0623345	8.81287	
18854.5	3.36832	3.08685	3.23225	3.19333	3.20436	0.324864	1.57572	-4.68859	4.05884	3.09604	0.226828	-28.0592	0	289.975	280.975	0.000162172	4.47252	2.50648e-05	1.51704e-05	4.78256	5.02172e-06	1.55935e-05	-0.0556985	0.0623285	8.81281	
19108.5	3.36856	3.08682	3.23222	3.19329	3.20432	0.324863	1.57572	-4.68849	4.05889	3.09608	0.226828	-28.0591	0	289.976	280.976	0.000162172	4.47191	2.50661e-05	1.51692e-05	4.78275	5.02172e-06	1.55934e-05	-0.0557083	0.0623225	8.81276	
19359.5	3.3688	3.08679	3.23219	3.19325	3.20428	0.324863	1.57572	-4.68838	4.05894	3.09613	0.226828	-28.059	0	289.976	280.976	0.000162172	4.47132	2.50672e-05	1.5168e-05	4.78294	5.02172e-06	1.55934e-05	-0.0557178	0.0623165	8.8127	
19610.2	3.36903	3.08677	3.23216	3.19321	3.20423	0.324863	1.57571	-4.68828	4.05899	3.09618	0.226828	-28.0589	0	289.977	280.977	0.000162171	4.47073	2.50682e-05	1.51669e-05	4.78312	5.02171e-06	1.55934e-05	-0.0557273	0.0623107	8.81264	
19860.8	3.36926	3.08674	3.23213	3.19317	3.20419	0.324862	1.57571	-4.68818	4.05904	3.09622	0.226828	-28.0588	0	289.977	280.977	0.000162171	4.47015	2.50692e-05	1.51659e-05	4.7833	5.02171e-06	1.55934e-05	-0.0557368	0.0623049	8.81259	
20112.3	3.3763	3.08698	3.23211	3.19316	3.20415	0.324863	1.57571	-4.71657	4.0398	3.0957	0.226828	-28.0811	6.71808e-06	289.992	280.992	0.000162172	4.46981	2.50724e-05	1.51628e-05	4.76845	5.02172e-06	1.55934e-05	-0.0559229	0.0623015	8.81089	
20366.3	3.4382	3.08964	3.23235	3.19367	3.20416	0.32488	1.57572	-4.88847	3.88821	3.07949	0.226828	-28.2457	2.19602e-05	290.123	281.123	0.00016218	4.46551	2.50412e-05	1.51961e-05	4.65168	5.0218e-06	1.55942e-05	-0.0575116	0.0622586	8.79612	
20617.1	3.54744	3.09473	3.2333	3.19508	3.20438	0.324914	1.57574	-5.10398	3.67443	3.03063	0.226828	-28.4639	3e-05	290.349	281.349	0.000162197	4.44539	2.48717e-05	1.53698e-05	4.49132	5.02197e-06	1.55959e-05	-0.0601891	0.0620585	8.77072	
20870.4	3.65183	3.10006	3.23514	3.19704	3.20498	0.324954	1.5758	-5.22749	3.53301	2.95725	0.226828	-28.5919	3e-05	290.558	281.558	0.000162217	4.40635	2.45408e-05	1.57057e-05	4.3928	5.02217e-06	1.55978e-05	-0.0625947	0.0616722	8.7472	
21122.7	3.74427	3.10518	3.23771	3.19931	3.20609	0.324996	1.57589	-5.31221	3.42923	2.87604	0.226828	-28.6779	3e-05	290.738	281.738	0.000162238	4.35872	2.36385e-05	1.66132e-05	4.32343	5.02238e-06	1.55998e-05	-0.0646079	0.0612039	8.72696	
21373	3.82755	3.11032	3.2409	3.20199	3.20778	0.325039	1.57599	-5.38571	3.33789	2.79292	0.226828	-28.7518	3e-05	290.897	281.897	0.000162259	4.3104	2.27676e-05	1.74893e-05	4.26221	5.02259e-06	1.56019e-05	-0.0663085	0.0607326	8.70917	
21624.1	3.90449	3.11563	3.24463	3.20512	3.21	0.325084	1.57612	-5.45689	3.25024	2.70879	0.226828	-28.823	3e-05	291.041	282.041	0.000162282	4.26266	2.20529e-05	1.82096e-05	4.20142	5.02282e-06	1.5604e-05	-0.0677862	0.0602704	8.69309	
21874.1	3.97597	3.12107	3.24877	3.20862	3.21265	0.325131	1.57626	-5.52752	3.16455	2.62482	0.226828	-28.8936	3e-05	291.171	282.171	0.000162305	4.21643	2.15175e-05	1.87509e-05	4.13862	5.02305e-06	1.56063e-05	-0.0690727	0.0598263	8.67844	
22126.6	4.04398	3.12669	3.25329	3.21248	3.21568	0.325181	1.57642	-5.59911	3.07889	2.54011	0.226828	-28.9652	3e-05	291.294	282.294	0.00016233	4.17117	2.11335e-05	1.91411e-05	4.0722	5.0233e-06	1.56087e-05	-0.0702191	0.0593946	8.66476	
22378.2	4.10833	3.13243	3.25807	3.2166	3.21899	0.325233	1.5766	-5.67074	2.99412	2.45591	0.226828	-29.0368	3e-05	291.408	282.408	0.000162356	4.12729	2.09105e-05	1.93705e-05	4.00502	5.02356e-06	1.56112e-05	-0.0712535	0.058979	8.65204	
22628.8	4.16977	3.13826	3.26307	3.22093	3.22255	0.325287	1.57679	-5.74236	2.91018	2.37227	0.226828	-29.1084	3e-05	291.515	282.515	0.000162383	4.08531	2.06358e-05	1.96518e-05	3.93888	5.02383e-06	1.56138e-05	-0.0721859	0.0585843	8.64009	
22878.8	4.2288	3.14419	3.26829	3.22549	3.22638	0.325342	1.57699	-5.814	2.82688	2.28911	0.226828	-29.1801	3e-05	291.616	282.616	0.000162411	4.04611	2.03213e-05	1.99733e-05	3.87597	5.02411e-06	1.56164e-05	-0.0730338	0.0582179	8.62878	
23129.4	4.286	3.15028	3.27373	3.2303	3.2305	0.325401	1.57721	-5.88594	2.74387	2.20611	0.226828	-29.252	3e-05	291.713	282.713	0.00016244	4.01023	1.99497e-05	2.03521e-05	3.81697	5.0244e-06	1.56192e-05	-0.0737944	0.0578846	8.61797	
23379.5	4.34113	3.15656	3.27939	3.23538	3.23495	0.32546	1.57744	-5.95782	2.66141	2.12369	0.226828	-29.3239	3e-05	291.805	282.805	0.00016247	3.97901	1.93145e-05	2.09947e-05	3.76032	5.0247e-06	1.56221e-05	-0.0744912	0.0575963	8.6077	
23629.6	4.39435	3.16309	3.28532	3.24082	3.23979	0.325522	1.57768	-6.02987	2.57928	2.04164	0.226828	-29.3959	3e-05	291.893	282.893	0.000162501	3.95379	1.86843e-05	2.16326e-05	3.70468	5.02501e-06	1.56251e-05	-0.0751117	0.0573643	8.59792	
