"","Time","PCO2","SigCSurf","SigCDeep","AlkSurf","AlkDeep","PO4Surf","PO4Deep","d13CAtm","d13CSurf","d13CDeep","BioC","d13CBio","Inject","Stemp","Dtemp","Export","Lysocline","CalBurial","Dissolution","c13Diss","OrgBurial","PO4Burial","sCO3..Change","dCO3..Change","SAFrac","Assim","Resp","Eros","Kerogen"
"174",43498.2,4.4682,3.59202,3.73897,3.70434,3.70054,0.340136,1.6489,-7.63908,0.856272,-0.0668996,0.16896,-32.1463,0,292.416,283.416,0.000169796,5.25078,3.45071e-05,7.61971e-06,1.36909,4.62224e-06,1.4803e-05,-0.0402378,0.0705937,8.53982,0.0118543,0.0118146,3.56886e-05,4.23405335888919e-06
"175",43751.4,4.45579,3.59113,3.73834,3.70382,3.70022,0.340221,1.64934,-7.63122,0.866517,-0.0569862,0.170039,-32.1269,0,292.392,283.392,0.000169838,5.25974,3.45642e-05,7.57314e-06,1.37583,4.62714e-06,1.48212e-05,-0.0399909,0.070695,8.54249,0.0119184,0.0118784,3.58796e-05,4.1818059276787e-06
"176",44004.7,4.44391,3.59027,3.73765,3.70324,3.69984,0.340305,1.64976,-7.62336,0.876626,-0.0470736,0.171111,-32.1079,0,292.369,283.369,0.00016988,5.2682,3.46191e-05,7.5286e-06,1.38301,4.63186e-06,1.48387e-05,-0.0397963,0.0707907,8.54506,0.0119822,0.0119421,3.60696e-05,4.13310701180903e-06
"177",44256.3,4.43246,3.58931,3.73693,3.70262,3.6994,0.340387,1.65018,-7.61495,0.887214,-0.0372262,0.172189,-32.0887,0,292.347,283.347,0.000169921,5.27607,3.46712e-05,7.48666e-06,1.39022,4.63642e-06,1.48557e-05,-0.0395658,0.07088,8.54753,0.0120468,0.0120064,3.62607e-05,4.08690453066202e-06
"178",44507.5,4.42144,3.58838,3.73616,3.70195,3.69891,0.340468,1.65059,-7.60679,0.897534,-0.0273767,0.17326,-32.0701,0,292.325,283.325,0.000169962,5.28342,3.47208e-05,7.4471e-06,1.39785,4.64084e-06,1.48723e-05,-0.0393959,0.0709633,8.54993,0.0121112,0.0120706,3.64507e-05,4.04339364219664e-06
"179",44759.5,4.41097,3.58741,3.73536,3.70123,3.69837,0.340548,1.651,-7.59854,0.907752,-0.0174977,0.174326,-32.052,0,292.304,283.304,0.000170002,5.29027,3.4768e-05,7.40984e-06,1.40546,4.64507e-06,1.48881e-05,-0.0392267,0.0710411,8.5522,0.0121753,0.0121348,3.664e-05,4.00216750299271e-06
"180",45012.9,4.40098,3.58636,3.73451,3.70047,3.69777,0.340627,1.6514,-7.59006,0.918095,-0.00756653,0.175396,-32.0341,0,292.285,283.285,0.000170041,5.29664,3.48127e-05,7.37495e-06,1.41299,4.64913e-06,1.49035e-05,-0.0390365,0.0711136,8.55438,0.0122404,0.0121995,3.683e-05,3.96264082262502e-06
"181",45265.8,4.39132,3.58534,3.73363,3.69966,3.69712,0.340706,1.6518,-7.58196,0.92824,0.00234874,0.176458,-32.0166,0,292.266,283.266,0.00017008,5.30248,3.48545e-05,7.34284e-06,1.421,4.65307e-06,1.49184e-05,-0.0389075,0.07118,8.55649,0.0123046,0.0122639,3.70188e-05,3.9250539465529e-06
"182",45516,4.38331,3.58433,3.73273,3.69884,3.69644,0.340783,1.65218,-7.57391,0.93761,0.0118972,0.177437,-32.0013,0,292.25,283.25,0.000170119,5.3076,3.48917e-05,7.31526e-06,1.42851,4.65641e-06,1.49313e-05,-0.0387888,0.0712384,8.55825,0.0123653,0.0123241,3.71928e-05,3.89171606339721e-06
"183",45766.7,4.37409,3.58324,3.7318,3.69796,3.69571,0.340859,1.65257,-7.56473,0.948433,0.0216097,0.178498,-31.9833,0,292.232,283.232,0.000170157,5.31221,3.49255e-05,7.29084e-06,1.43705,4.6602e-06,1.49457e-05,-0.0386577,0.0712909,8.56027,0.01243,0.0123886,3.73816e-05,3.85687762632492e-06
"184",46018.1,4.36526,3.58212,3.73084,3.69703,3.69494,0.340934,1.65295,-7.556,0.958833,0.0314437,0.17956,-31.9662,0,292.214,283.214,0.000170194,5.31648,3.49575e-05,7.26815e-06,1.44538,4.66384e-06,1.49596e-05,-0.038533,0.0713397,8.56221,0.012495,0.0124535,3.75707e-05,3.82323640054304e-06
"185",46270.5,4.35667,3.58092,3.72984,3.69607,3.69413,0.341008,1.65332,-7.54701,0.969553,0.041352,0.180637,-31.9489,0,292.197,283.197,0.000170231,5.32039,3.49872e-05,7.2476e-06,1.45372,4.66741e-06,1.49732e-05,-0.0383805,0.0713844,8.56411,0.0125611,0.0125195,3.77626e-05,3.7902710839816e-06
"186",46522.6,4.34814,3.57975,3.72882,3.69507,3.69327,0.341082,1.6537,-7.53775,0.980173,0.0512711,0.18172,-31.9317,0,292.18,283.18,0.000170268,5.32392,3.50144e-05,7.22951e-06,1.46254,4.67096e-06,1.49867e-05,-0.038281,0.0714246,8.56599,0.0126281,0.0125859,3.79556e-05,3.75819674166933e-06
"187",46775,4.34022,3.57858,3.72776,3.69404,3.69238,0.341155,1.65406,-7.5291,0.990353,0.0612077,0.182786,-31.9154,0,292.164,283.164,0.000170304,5.32709,3.50393e-05,7.21366e-06,1.47127,4.67428e-06,1.49995e-05,-0.0382043,0.0714609,8.56774,0.0126942,0.0126517,3.81458e-05,3.72759721124223e-06
"188",47025,4.33278,3.57734,3.72669,3.69298,3.69147,0.341226,1.65442,-7.52044,1.00065,0.0710543,0.183845,-31.8993,0,292.15,283.15,0.00017034,5.32989,3.50614e-05,7.20041e-06,1.47975,4.67742e-06,1.50117e-05,-0.0380906,0.0714929,8.5694,0.0127592,0.0127172,3.83346e-05,3.69808293236991e-06
"189",47278.1,4.32512,3.57613,3.72558,3.69189,3.69051,0.341297,1.65478,-7.51099,1.01112,0.0810262,0.184927,-31.883,0,292.134,283.134,0.000170376,5.33234,3.50808e-05,7.18979e-06,1.48896,4.68066e-06,1.50242e-05,-0.0380336,0.0715209,8.5711,0.0128272,0.0127842,3.8528e-05,3.66877416422155e-06
"190",47528.5,4.31779,3.57487,3.72446,3.69077,3.68952,0.341367,1.65513,-7.50172,1.02171,0.0909042,0.186004,-31.8667,0,292.12,283.12,0.00017041,5.33443,3.50975e-05,7.18173e-06,1.49807,4.68376e-06,1.50362e-05,-0.0379568,0.0715449,8.57273,0.0128942,0.012851,3.87203e-05,3.64039318970234e-06
"191",47779.6,4.31096,3.57357,3.72331,3.68962,3.6885,0.341436,1.65548,-7.49288,1.03215,0.100822,0.187074,-31.8509,0,292.106,283.106,0.000170445,5.33624,3.5112e-05,7.17585e-06,1.50698,4.68668e-06,1.50476e-05,-0.037867,0.0715655,8.57425,0.0129603,0.0129177,3.89116e-05,3.61292856382609e-06
"192",48030.2,4.30418,3.57232,3.72215,3.68845,3.68746,0.341505,1.65583,-7.48376,1.0424,0.110724,0.188144,-31.8353,0,292.092,283.092,0.000170479,5.33772,3.51238e-05,7.17251e-06,1.51632,4.68959e-06,1.50589e-05,-0.0378331,0.0715826,8.57577,0.0130274,0.0129845,3.91031e-05,3.58614791110296e-06
"193",48281.8,4.2977,3.571,3.72096,3.68725,3.68639,0.341573,1.65617,-7.4744,1.05272,0.120666,0.189218,-31.82,0,292.079,283.079,0.000170513,5.33893,3.51333e-05,7.17144e-06,1.52552,4.69238e-06,1.50699e-05,-0.037776,0.0715964,8.57721,0.0130954,0.0130517,3.92953e-05,3.55991362255083e-06
"194",48533.6,4.29117,3.56967,3.71975,3.68603,3.68528,0.34164,1.65651,-7.46483,1.0634,0.130627,0.190308,-31.8041,0,292.066,283.066,0.000170547,5.33985,3.51403e-05,7.17277e-06,1.53506,4.69519e-06,1.50809e-05,-0.0377242,0.0716069,8.57868,0.0131638,0.0131198,3.94904e-05,3.53391210165386e-06
"195",48785.4,4.28478,3.56833,3.71852,3.68478,3.68416,0.341706,1.65684,-7.45544,1.07408,0.140605,0.1914,-31.7884,0,292.053,283.053,0.00017058,5.34052,3.51451e-05,7.17623e-06,1.54477,4.69796e-06,1.50917e-05,-0.0376881,0.0716146,8.58011,0.0132319,0.0131882,3.96861e-05,3.50845706842787e-06
"196",49037.8,4.27884,3.56697,3.71727,3.68351,3.683,0.341772,1.65717,-7.44611,1.08442,0.150615,0.192483,-31.7733,0,292.041,283.041,0.000170613,5.34095,3.51479e-05,7.18159e-06,1.55426,4.70055e-06,1.5102e-05,-0.037651,0.0716196,8.58145,0.0133004,0.0132564,3.98803e-05,3.48376691918174e-06
"197",49290.1,4.27302,3.56561,3.71601,3.68222,3.68183,0.341838,1.6575,-7.43677,1.09477,0.160627,0.193569,-31.7584,0,292.029,283.029,0.000170645,5.34116,3.51486e-05,7.18902e-06,1.56393,4.70309e-06,1.51121e-05,-0.0376303,0.0716219,8.58276,0.0133692,0.0133248,4.00751e-05,3.45953393798404e-06
"198",49543.1,4.26715,3.56421,3.71472,3.6809,3.68063,0.341903,1.65782,-7.42695,1.10548,0.17067,0.194672,-31.7431,0,292.017,283.017,0.000170678,5.34112,3.51471e-05,7.19855e-06,1.5738,4.70566e-06,1.51223e-05,-0.0376006,0.0716215,8.58408,0.013439,0.0133942,4.02729e-05,3.43543247280654e-06
"199",49793.3,4.26229,3.5628,3.71344,3.67959,3.67942,0.341966,1.65814,-7.41791,1.1156,0.180521,0.195724,-31.7291,0,292.008,283.008,0.00017071,5.34084,3.51434e-05,7.21015e-06,1.58309,4.70784e-06,1.51312e-05,-0.0375554,0.0716183,8.58518,0.0135057,0.0134612,4.04619e-05,3.41290121900472e-06
"200",50046.2,4.25656,3.56142,3.71214,3.67824,3.67818,0.34203,1.65846,-7.40805,1.12643,0.190531,0.196829,-31.7136,0,291.996,282.996,0.000170741,5.34031,3.51371e-05,7.22424e-06,1.59342,4.71035e-06,1.51411e-05,-0.0375605,0.0716122,8.58647,0.0135756,0.0135309,4.06605e-05,3.38969080361455e-06
"201",50296.3,4.25119,3.56,3.71083,3.67689,3.67694,0.342092,1.65878,-7.39843,1.13697,0.20048,0.197923,-31.6988,0,291.985,282.985,0.000170772,5.33966,3.51299e-05,7.2392e-06,1.60331,4.71273e-06,1.51506e-05,-0.0375431,0.0716047,8.58769,0.013645,0.0136001,4.08572e-05,3.36715001911889e-06
"202",50546.9,4.24608,3.55856,3.70951,3.67552,3.67569,0.342154,1.65909,-7.38864,1.14752,0.210431,0.199016,-31.6842,0,291.975,282.975,0.000170803,5.33883,3.5121e-05,7.25571e-06,1.61315,4.715e-06,1.51597e-05,-0.0375168,0.0715952,8.58885,0.0137147,0.0136694,4.10538e-05,3.34504544474602e-06
"203",50797,4.24093,3.55716,3.70818,3.67414,3.67441,0.342215,1.65939,-7.37916,1.15794,0.220394,0.200112,-31.6696,0,291.964,282.964,0.000170834,5.33785,3.51108e-05,7.27351e-06,1.62333,4.71729e-06,1.51689e-05,-0.0375345,0.071584,8.59002,0.0137842,0.0137388,4.1251e-05,3.32327858532689e-06
"204",51047.7,4.23594,3.55571,3.70683,3.67274,3.67312,0.342276,1.6597,-7.3696,1.16844,0.230412,0.201216,-31.655,0,291.954,282.954,0.000170864,5.33675,3.50995e-05,7.29237e-06,1.63338,4.71952e-06,1.51778e-05,-0.0375299,0.0715714,8.59115,0.0138547,0.0138089,4.14498e-05,3.3017384583049e-06
"205",51298.7,4.23182,3.55428,3.70548,3.67133,3.67181,0.342336,1.66,-7.3605,1.17809,0.240382,0.20228,-31.6422,0,291.946,282.946,0.000170894,5.3355,3.50869e-05,7.31246e-06,1.64302,4.72141e-06,1.51857e-05,-0.037546,0.0715571,8.59209,0.0139234,0.0138772,4.16416e-05,3.2813294805883e-06
"206",51549.6,4.22664,3.55282,3.70411,3.66991,3.6705,0.342396,1.6603,-7.35007,1.18933,0.250344,0.203406,-31.6267,0,291.935,282.935,0.000170924,5.334,3.50715e-05,7.33514e-06,1.65371,4.72372e-06,1.51949e-05,-0.0375491,0.0715399,8.59327,0.0139946,0.0139484,4.18446e-05,3.26009053592732e-06
"207",51801.3,4.22186,3.55131,3.70273,3.66847,3.66916,0.342455,1.66059,-7.3402,1.20012,0.260418,0.204529,-31.612,0,291.925,282.925,0.000170954,5.33244,3.5056e-05,7.358e-06,1.66388,4.72587e-06,1.52035e-05,-0.0375297,0.0715221,8.59436,0.0140661,0.0140199,4.20472e-05,3.23926110118166e-06
"208",52052.3,4.21825,3.54991,3.70135,3.66703,3.66782,0.342514,1.66088,-7.3313,1.20962,0.270326,0.205581,-31.5996,0,291.918,282.918,0.000170983,5.33072,3.50389e-05,7.38245e-06,1.6738,4.72756e-06,1.52107e-05,-0.0375835,0.0715024,8.59518,0.0141345,0.0140878,4.22371e-05,3.22005558019026e-06
"209",52304.4,4.21333,3.54837,3.69996,3.66557,3.66646,0.342572,1.66118,-7.32069,1.22104,0.28036,0.206724,-31.5841,0,291.908,282.908,0.000171012,5.32881,3.50198e-05,7.40867e-06,1.68438,4.72976e-06,1.52195e-05,-0.0375577,0.0714805,8.5963,0.0142068,0.0141603,4.24433e-05,3.19951222521522e-06
"210",52556,4.20973,3.54691,3.69856,3.66411,3.66509,0.34263,1.66146,-7.31182,1.23073,0.290355,0.207796,-31.5715,0,291.9,282.9,0.000171041,5.32686,3.50008e-05,7.43491e-06,1.6943,4.73145e-06,1.52267e-05,-0.0375931,0.0714582,8.59713,0.0142759,0.0142295,4.26371e-05,3.18053960837711e-06
"211",52807.7,4.20477,3.54543,3.69716,3.66263,3.66371,0.342687,1.66175,-7.30088,1.24203,0.300361,0.208943,-31.5561,0,291.89,282.89,0.000171069,5.32469,3.49794e-05,7.46333e-06,1.70535,4.73367e-06,1.52355e-05,-0.0376236,0.0714334,8.59826,0.0143496,0.014302,4.28443e-05,3.16054350213117e-06
"212",53059.9,4.1999,3.5439,3.69574,3.66114,3.66232,0.342743,1.66203,-7.29056,1.25324,0.310505,0.210103,-31.5408,0,291.88,282.88,0.000171098,5.32253,3.49586e-05,7.49112e-06,1.71614,4.73586e-06,1.52442e-05,-0.0376304,0.0714088,8.59938,0.014423,0.0143756,4.30542e-05,3.14062841532138e-06
"213",53311.3,4.21852,3.54331,3.69439,3.65984,3.66094,0.342806,1.66232,-7.30397,1.24052,0.318539,0.209921,-31.5703,0,291.918,282.918,0.000171129,5.31997,3.49342e-05,7.52335e-06,1.71441,4.7288e-06,1.52234e-05,-0.0381748,0.0713795,8.59512,0.014427,0.0143855,4.30212e-05,3.14373303631619e-06
"214",53561.6,4.23571,3.54284,3.69322,3.65874,3.65962,0.342871,1.66261,-7.30346,1.23785,0.323456,0.209617,-31.5873,0,291.953,282.953,0.000171161,5.31337,3.48641e-05,7.60147e-06,1.71893,4.72236e-06,1.52045e-05,-0.0386594,0.0713042,8.5912,0.014427,0.0143852,4.29663e-05,3.14893524511847e-06
"215",53814.4,4.24932,3.54228,3.69219,3.65767,3.65837,0.342936,1.66291,-7.2984,1.24005,0.32752,0.209379,-31.5958,0,291.981,282.981,0.000171194,5.30435,3.47673e-05,7.70635e-06,1.72604,4.71734e-06,1.51903e-05,-0.0390601,0.0712014,8.58811,0.014427,0.014385,4.29232e-05,3.15302251943062e-06
"216",54066,4.26034,3.54169,3.69127,3.65663,3.6572,0.343002,1.66322,-7.2924,1.24359,0.331331,0.209187,-31.6007,0,292.004,283.004,0.000171227,5.29427,3.46598e-05,7.82198e-06,1.73355,4.71336e-06,1.51794e-05,-0.0394079,0.0710866,8.58562,0.014427,0.0143849,4.28884e-05,3.15632916660357e-06
"217",54317.4,4.26968,3.54106,3.69044,3.65564,3.6561,0.343068,1.66353,-7.2864,1.24758,0.335091,0.209025,-31.6038,0,292.023,283.023,0.00017126,5.28382,3.45501e-05,7.93982e-06,1.74075,4.71004e-06,1.51707e-05,-0.0396937,0.0709679,8.58351,0.014427,0.0143848,4.28592e-05,3.15912568745473e-06
"218",54568.5,4.27787,3.5404,3.68967,3.65469,3.65507,0.343134,1.66384,-7.28058,1.25177,0.338844,0.208886,-31.6058,0,292.039,283.039,0.000171293,5.27342,3.44438e-05,8.05441e-06,1.74746,4.70718e-06,1.51634e-05,-0.0399137,0.0708498,8.58167,0.014427,0.0143849,4.28341e-05,3.16152996678515e-06
"219",54821.1,4.28489,3.53986,3.68895,3.65379,3.6541,0.343202,1.66416,-7.2749,1.25569,0.34263,0.208763,-31.6071,0,292.053,283.053,0.000171326,5.26318,3.43429e-05,8.1636e-06,1.75462,4.70478e-06,1.51576e-05,-0.040202,0.0707338,8.58009,0.014427,0.0143847,4.28118e-05,3.16366120550664e-06
"220",55074.3,4.29137,3.53926,3.68828,3.65293,3.65317,0.343269,1.66448,-7.26939,1.25983,0.346432,0.208652,-31.6079,0,292.066,283.066,0.00017136,5.25329,3.42504e-05,8.26451e-06,1.76122,4.7026e-06,1.51526e-05,-0.0404109,0.070622,8.57863,0.014427,0.0143847,4.27918e-05,3.16558752193002e-06
"221",55327.4,4.29735,3.53865,3.68765,3.65211,3.6523,0.343337,1.66481,-7.26403,1.26405,0.350238,0.208552,-31.6081,0,292.079,283.079,0.000171394,5.24382,3.41676e-05,8.35571e-06,1.76747,4.70061e-06,1.51482e-05,-0.0405733,0.0705151,8.5773,0.014427,0.0143848,4.27737e-05,3.16732539105358e-06
"222",55578.9,4.30256,3.53816,3.68706,3.65134,3.65148,0.343405,1.66513,-7.2588,1.26799,0.354025,0.208461,-31.6081,0,292.089,283.089,0.000171428,5.23479,3.40953e-05,8.43641e-06,1.77409,4.69892e-06,1.51447e-05,-0.0407946,0.0704133,8.57613,0.014427,0.0143847,4.27572e-05,3.16890887604491e-06
"223",55831.2,4.30763,3.53758,3.6865,3.6506,3.6507,0.343473,1.66546,-7.25367,1.2722,0.357826,0.208377,-31.6077,0,292.099,283.099,0.000171462,5.22612,3.40333e-05,8.50683e-06,1.78014,4.69729e-06,1.51415e-05,-0.0409276,0.0703157,8.575,0.014427,0.0143848,4.2742e-05,3.17037227164077e-06
"224",56081.9,4.31206,3.53713,3.68596,3.6499,3.64996,0.343541,1.66579,-7.24864,1.27611,0.361604,0.208299,-31.6071,0,292.108,283.108,0.000171496,5.21782,3.39818e-05,8.56675e-06,1.78663,4.69591e-06,1.5139e-05,-0.041128,0.0702224,8.57401,0.014427,0.0143846,4.2728e-05,3.17173261920626e-06
"225",56333.7,4.31649,3.53657,3.68545,3.64922,3.64924,0.34361,1.66612,-7.24368,1.28034,0.365397,0.208227,-31.6062,0,292.117,283.117,0.00017153,5.2098,3.39403e-05,8.61669e-06,1.79251,4.69453e-06,1.51366e-05,-0.0412284,0.0701323,8.57302,0.014427,0.0143848,4.27149e-05,3.17298959312491e-06
"226",56587.4,4.32041,3.53615,3.68495,3.64856,3.64854,0.343679,1.66645,-7.23873,1.28427,0.369217,0.208158,-31.6052,0,292.125,283.125,0.000171565,5.20194,3.39081e-05,8.65746e-06,1.79903,4.69336e-06,1.51348e-05,-0.041415,0.0700442,8.57215,0.014427,0.0143847,4.27024e-05,3.1741953386264e-06
"227",56837.8,4.32418,3.53569,3.68448,3.64794,3.64789,0.343748,1.66678,-7.2339,1.2883,0.372988,0.208094,-31.604,0,292.132,283.132,0.000171599,5.19464,3.37959e-05,8.77818e-06,1.80541,4.69223e-06,1.51332e-05,-0.0415469,0.0699624,8.57131,0.014427,0.0143847,4.26909e-05,3.17531471578398e-06
"228",57088,4.32769,3.53526,3.68405,3.64736,3.64729,0.343816,1.66711,-7.22914,1.29233,0.376761,0.208035,-31.6026,0,292.139,283.139,0.000171633,5.18822,3.36832e-05,8.89944e-06,1.81178,4.69121e-06,1.51319e-05,-0.0416675,0.0698906,8.57053,0.014427,0.0143847,4.26802e-05,3.1763474998676e-06
"229",57341.7,4.33101,3.53482,3.68364,3.64682,3.64674,0.343886,1.66745,-7.22439,1.29648,0.380587,0.20798,-31.6009,0,292.146,283.146,0.000171668,5.18235,3.35936e-05,8.99766e-06,1.81802,4.69027e-06,1.51309e-05,-0.0417581,0.069825,8.56979,0.014427,0.0143848,4.26704e-05,3.17731100771713e-06
"230",57594.4,4.33384,3.53449,3.68325,3.64631,3.64622,0.343956,1.66779,-7.21971,1.30043,0.3844,0.207931,-31.5991,0,292.152,283.152,0.000171703,5.17697,3.3522e-05,9.07791e-06,1.82451,4.68951e-06,1.51305e-05,-0.0418941,0.0697649,8.56916,0.014427,0.0143846,4.26614e-05,3.17817001063232e-06
"231",57847.7,4.33658,3.53411,3.68289,3.64584,3.64574,0.344026,1.66813,-7.21509,1.30457,0.388222,0.207886,-31.597,0,292.157,283.157,0.000171738,5.17194,3.34637e-05,9.14479e-06,1.83054,4.68879e-06,1.51302e-05,-0.0419641,0.0697087,8.56855,0.014427,0.0143847,4.26533e-05,3.17895939390522e-06
"232",58100.5,4.339,3.53376,3.68256,3.6454,3.64528,0.344095,1.66847,-7.21054,1.30864,0.392036,0.207846,-31.5947,0,292.162,283.162,0.000171772,5.1672,3.34154e-05,9.20173e-06,1.83658,4.68819e-06,1.51303e-05,-0.0420456,0.0696559,8.56802,0.014427,0.0143847,4.2646e-05,3.1796614728772e-06
"233",58352.4,4.34104,3.53349,3.68223,3.64497,3.64485,0.344165,1.6688,-7.20604,1.31252,0.395836,0.207809,-31.5923,0,292.166,283.166,0.000171807,5.16271,3.33745e-05,9.25129e-06,1.84285,4.68774e-06,1.51309e-05,-0.042168,0.0696059,8.56756,0.014427,0.0143846,4.26394e-05,3.18031123572074e-06
"234",58605,4.34305,3.53317,3.68193,3.64457,3.64443,0.344235,1.66914,-7.20159,1.31658,0.399644,0.207776,-31.5898,0,292.17,283.17,0.000171842,5.15842,3.33393e-05,9.29518e-06,1.84868,4.68729e-06,1.51315e-05,-0.0422347,0.0695581,8.56712,0.014427,0.0143846,4.26334e-05,3.18089102978503e-06
"235",58857.3,4.34488,3.53286,3.68163,3.64418,3.64404,0.344304,1.66948,-7.19719,1.32062,0.403446,0.207745,-31.5871,0,292.174,283.174,0.000171877,5.15431,3.33082e-05,9.3349e-06,1.85444,4.68692e-06,1.51323e-05,-0.0423,0.0695124,8.56671,0.014427,0.0143846,4.26279e-05,3.18143592200917e-06
"236",59109.2,4.3465,3.53258,3.68135,3.64381,3.64366,0.344374,1.66982,-7.19283,1.32459,0.407237,0.207717,-31.5843,0,292.177,283.177,0.000171911,5.15038,3.32801e-05,9.37158e-06,1.8602,4.68662e-06,1.51334e-05,-0.0423782,0.0694687,8.56636,0.014427,0.0143846,4.26228e-05,3.18192828043622e-06
"237",59361.5,4.34813,3.53225,3.68108,3.64345,3.64329,0.344444,1.67016,-7.18851,1.32871,0.411033,0.207692,-31.5815,0,292.18,283.18,0.000171946,5.1466,3.32544e-05,9.40588e-06,1.86555,4.68632e-06,1.51345e-05,-0.0424063,0.0694268,8.56599,0.014427,0.0143847,4.26182e-05,3.18236804489959e-06
"238",59613,4.34944,3.53201,3.68082,3.6431,3.64294,0.344513,1.6705,-7.18422,1.3326,0.414811,0.207668,-31.5785,0,292.183,283.183,0.000171981,5.14298,3.32302e-05,9.4387e-06,1.87124,4.68615e-06,1.51359e-05,-0.042495,0.0693865,8.5657,0.014427,0.0143846,4.26139e-05,3.18279035978351e-06
"239",59864.4,4.3507,3.53176,3.68057,3.64276,3.64261,0.344582,1.67084,-7.17996,1.33654,0.418586,0.207647,-31.5755,0,292.185,283.185,0.000172016,5.1395,3.32073e-05,9.47024e-06,1.87671,4.68599e-06,1.51374e-05,-0.0425623,0.0693479,8.56543,0.014427,0.0143845,4.261e-05,3.18315999869992e-06
"240",60116.3,4.35193,3.53148,3.68032,3.64244,3.64228,0.344652,1.67117,-7.17573,1.34055,0.422363,0.207626,-31.5724,0,292.188,283.188,0.00017205,5.13616,3.31853e-05,9.50084e-06,1.88193,4.68584e-06,1.5139e-05,-0.042604,0.0693108,8.56515,0.014427,0.0143846,4.26064e-05,3.18352974352919e-06
"241",60367.9,4.35306,3.53121,3.68009,3.64212,3.64197,0.344721,1.67151,-7.17152,1.34455,0.426131,0.207608,-31.5693,0,292.19,283.19,0.000172085,5.13295,3.3164e-05,9.53073e-06,1.88707,4.68573e-06,1.51407e-05,-0.0426457,0.0692753,8.56491,0.014427,0.0143846,4.26031e-05,3.1838467520241e-06
"242",60619.3,4.35406,3.53097,3.67986,3.64181,3.64166,0.344791,1.67185,-7.16734,1.3485,0.429892,0.207591,-31.5661,0,292.192,283.192,0.00017212,5.12988,3.31432e-05,9.56007e-06,1.8922,4.68567e-06,1.51425e-05,-0.0426967,0.0692412,8.56468,0.014427,0.0143846,4.26e-05,3.18414622047943e-06
"243",60871,4.35509,3.53069,3.67964,3.64152,3.64137,0.34486,1.67219,-7.16319,1.35256,0.433653,0.207575,-31.5628,0,292.194,283.194,0.000172154,5.12693,3.31231e-05,9.58882e-06,1.897,4.6856e-06,1.51443e-05,-0.0427106,0.0692086,8.56446,0.014427,0.0143847,4.25972e-05,3.18442813666746e-06
"244",61121.8,4.35584,3.53049,3.67942,3.64123,3.64109,0.344929,1.67253,-7.15906,1.35639,0.437397,0.207561,-31.5595,0,292.196,283.196,0.000172189,5.12411,3.31032e-05,9.61726e-06,1.90218,4.68563e-06,1.51464e-05,-0.0427859,0.0691773,8.56429,0.014427,0.0143846,4.25946e-05,3.18467486388961e-06
"245",61372.7,4.35658,3.53028,3.67921,3.64095,3.64082,0.344998,1.67286,-7.15496,1.36028,0.441137,0.207548,-31.5561,0,292.197,283.197,0.000172223,5.1214,3.30838e-05,9.64517e-06,1.90713,4.68567e-06,1.51485e-05,-0.0428382,0.0691474,8.56413,0.014427,0.0143845,4.25922e-05,3.18490401001119e-06
"246",61624.1,4.35733,3.53003,3.67901,3.64068,3.64055,0.345067,1.6732,-7.15087,1.36426,0.444881,0.207536,-31.5527,0,292.199,283.199,0.000172257,5.11882,3.3065e-05,9.67257e-06,1.91182,4.6857e-06,1.51506e-05,-0.0428623,0.0691188,8.56396,0.014427,0.0143846,4.259e-05,3.18511556565437e-06
"247",61875,4.35794,3.52983,3.67882,3.64042,3.6403,0.345136,1.67354,-7.14681,1.36815,0.448612,0.207525,-31.5493,0,292.2,283.2,0.000172292,5.11634,3.30465e-05,9.69953e-06,1.9166,4.68578e-06,1.51529e-05,-0.0429061,0.0690914,8.56383,0.014427,0.0143845,4.25881e-05,3.18530952215653e-06
"248",62126.2,4.35855,3.5296,3.67863,3.64017,3.64005,0.345205,1.67387,-7.14277,1.37211,0.452343,0.207515,-31.5458,0,292.201,283.201,0.000172326,5.11397,3.30286e-05,9.72594e-06,1.92118,4.68586e-06,1.51552e-05,-0.0429289,0.0690651,8.56369,0.014427,0.0143846,4.25863e-05,3.18548587157175e-06
"249",62377.6,4.3592,3.52933,3.67844,3.63992,3.63981,0.345274,1.67421,-7.13875,1.37617,0.456072,0.207507,-31.5422,0,292.202,283.202,0.000172361,5.1117,3.30114e-05,9.75175e-06,1.92547,4.68594e-06,1.51574e-05,-0.0429205,0.0690401,8.56355,0.014427,0.0143847,4.25848e-05,3.18562696847354e-06
"250",62628.1,4.35954,3.52917,3.67827,3.63968,3.63959,0.345342,1.67454,-7.13474,1.37995,0.459784,0.207499,-31.5387,0,292.203,283.203,0.000172395,5.10952,3.29944e-05,9.77719e-06,1.93026,4.68612e-06,1.516e-05,-0.0429841,0.069016,8.56347,0.014427,0.0143846,4.25834e-05,3.18576808081959e-06
"251",62879.3,4.36003,3.52893,3.67809,3.63945,3.63936,0.345411,1.67488,-7.13076,1.38395,0.4635,0.207493,-31.5351,0,292.204,283.204,0.000172429,5.10744,3.29782e-05,9.80192e-06,1.93453,4.68625e-06,1.51624e-05,-0.0429832,0.0689931,8.56337,0.014427,0.0143847,4.25822e-05,3.18587392521696e-06
