Time	Carb1	Carb2	Carb3	Carb4	Carb5	Carb6	Carb7	Carb8	Carb9	Carb10	Carb11	Carb12	Carb13	Carb14	Carb15	Sil1	Sil2	Sil3	Sil4	Sil5	Sil6	Sil7	Sil8	Sil9	Sil10	Sil11	Sil12	Sil13	Sil14	Sil15	c131	c132	c133	c134	c135	c136	c137	c138	c139	c1310	c1311	c1312	c1313	c1314	c1315	
48774.5	6.85733e+17	2.78588e+17	1.21911e+17	7.7134e+16	1.54268e+17	2.31402e+17	3.08536e+17	3.85669e+17	4.62507e+17	5.38818e+17	6.14133e+17	6.89527e+17	7.58805e+17	3.35352e+17	8.60019e+15	6.18702e+15	5.71731e+15	2.50191e+15	1.58298e+15	3.16596e+15	4.74894e+15	6.33192e+15	7.91525e+15	9.68588e+15	1.17895e+16	1.45219e+16	1.7204e+16	2.36019e+16	3.0984e+17	4.54036e+17	1.42584	4.02393	4.02393	4.02393	4.02393	4.02393	4.02393	4.02406	4.11573	4.33113	4.51818	4.595	4.6872	4.68986	4.68986	
49026.7	6.85736e+17	2.78586e+17	1.2191e+17	7.71334e+16	1.54267e+17	2.314e+17	3.08534e+17	3.85666e+17	4.62492e+17	5.3876e+17	6.1392e+17	6.8907e+17	7.58735e+17	3.35352e+17	8.60019e+15	6.18538e+15	5.71876e+15	2.50254e+15	1.58338e+15	3.16676e+15	4.75014e+15	6.33352e+15	7.91727e+15	9.69528e+15	1.18262e+16	1.46566e+16	1.7493e+16	2.36453e+16	3.09841e+17	4.54036e+17	1.42591	3.98916	3.98916	3.98916	3.98916	3.98916	3.98916	3.98929	4.08295	4.30463	4.50075	4.58472	4.68676	4.68986	4.68986	
49278.8	6.85739e+17	2.78584e+17	1.21909e+17	7.71328e+16	1.54266e+17	2.31399e+17	3.08531e+17	3.85664e+17	4.62478e+17	5.38702e+17	6.13704e+17	6.88597e+17	7.58659e+17	3.35353e+17	8.6002e+15	6.18377e+15	5.72009e+15	2.50313e+15	1.58375e+15	3.1675e+15	4.75124e+15	6.33499e+15	7.91912e+15	9.70436e+15	1.18627e+16	1.4793e+16	1.77915e+16	2.36931e+16	3.09841e+17	4.54036e+17	1.42627	3.95371	3.95371	3.95371	3.95371	3.95371	3.95371	3.95384	4.04941	4.27719	4.48236	4.57367	4.68625	4.68986	4.68986	
49531.4	6.85742e+17	2.78582e+17	1.21908e+17	7.71323e+16	1.54265e+17	2.31397e+17	3.08529e+17	3.85661e+17	4.62464e+17	5.38645e+17	6.13486e+17	6.88109e+17	7.58575e+17	3.35353e+17	8.6002e+15	6.18217e+15	5.7213e+15	2.50366e+15	1.58408e+15	3.16817e+15	4.75225e+15	6.33634e+15	7.92081e+15	9.71314e+15	1.18988e+16	1.49311e+16	1.80999e+16	2.37459e+16	3.09841e+17	4.54036e+17	1.42691	3.91753	3.91753	3.91753	3.91753	3.91753	3.91753	3.91766	4.01504	4.24876	4.46297	4.56179	4.68568	4.68986	4.68986	
49783.2	6.85744e+17	2.7858e+17	1.21907e+17	7.71319e+16	1.54264e+17	2.31396e+17	3.08527e+17	3.85659e+17	4.62451e+17	5.38589e+17	6.13266e+17	6.87608e+17	7.58483e+17	3.35353e+17	8.6002e+15	6.18059e+15	5.7224e+15	2.50414e+15	1.58439e+15	3.16877e+15	4.75316e+15	6.33755e+15	7.92233e+15	9.72155e+15	1.19343e+16	1.50699e+16	1.84162e+16	2.38036e+16	3.09841e+17	4.54036e+17	1.4278	3.88083	3.88083	3.88083	3.88083	3.88083	3.88083	3.88097	3.98005	4.21951	4.44265	4.54911	4.68504	4.68986	4.68986	
50035.2	6.85747e+17	2.78579e+17	1.21907e+17	7.71315e+16	1.54263e+17	2.31394e+17	3.08526e+17	3.85657e+17	4.62438e+17	5.38534e+17	6.13045e+17	6.87094e+17	7.58382e+17	3.35353e+17	8.6002e+15	6.17903e+15	5.72338e+15	2.50457e+15	1.58466e+15	3.16932e+15	4.75398e+15	6.33864e+15	7.9237e+15	9.72963e+15	1.19693e+16	1.52097e+16	1.8741e+16	2.38669e+16	3.09841e+17	4.54036e+17	1.42893	3.84351	3.84351	3.84351	3.84351	3.84351	3.84351	3.84365	3.94434	4.18933	4.42133	4.53557	4.68431	4.68986	4.68986	
50287.7	6.8575e+17	2.78578e+17	1.21906e+17	7.71311e+16	1.54262e+17	2.31393e+17	3.08524e+17	3.85655e+17	4.62426e+17	5.3848e+17	6.12823e+17	6.86565e+17	7.58271e+17	3.35353e+17	8.6002e+15	6.17748e+15	5.72425e+15	2.50495e+15	1.5849e+15	3.1698e+15	4.7547e+15	6.33961e+15	7.92492e+15	9.73737e+15	1.20037e+16	1.53503e+16	1.90744e+16	2.39361e+16	3.09841e+17	4.54036e+17	1.43029	3.80554	3.80554	3.80554	3.80554	3.80554	3.80554	3.80568	3.90788	4.15818	4.39895	4.52109	4.68349	4.68986	4.68986	
50539.9	6.85753e+17	2.78576e+17	1.21906e+17	7.71308e+16	1.54262e+17	2.31392e+17	3.08523e+17	3.85653e+17	4.62415e+17	5.38426e+17	6.126e+17	6.86027e+17	7.58152e+17	3.35353e+17	8.6002e+15	6.17595e+15	5.72502e+15	2.50528e+15	1.58511e+15	3.17023e+15	4.75534e+15	6.34045e+15	7.92599e+15	9.74472e+15	1.20373e+16	1.54908e+16	1.94143e+16	2.40112e+16	3.09841e+17	4.54036e+17	1.43185	3.76712	3.76712	3.76712	3.76712	3.76712	3.76712	3.76726	3.87086	4.12623	4.37561	4.50574	4.68257	4.68986	4.68986	
50792.4	6.85756e+17	2.78575e+17	1.21905e+17	7.71305e+16	1.54261e+17	2.31392e+17	3.08522e+17	3.85652e+17	4.62404e+17	5.38374e+17	6.12378e+17	6.85477e+17	7.58021e+17	3.35353e+17	8.6002e+15	6.17443e+15	5.72568e+15	2.50557e+15	1.5853e+15	3.17059e+15	4.75589e+15	6.34118e+15	7.92691e+15	9.75171e+15	1.20703e+16	1.56314e+16	1.97612e+16	2.4093e+16	3.09841e+17	4.54037e+17	1.4336	3.72815	3.72815	3.72815	3.72815	3.72815	3.72815	3.72829	3.83318	4.09338	4.35124	4.48942	4.68155	4.68986	4.68986	
51045.2	6.85758e+17	2.78575e+17	1.21905e+17	7.71303e+16	1.54261e+17	2.31391e+17	3.08521e+17	3.85651e+17	4.62393e+17	5.38324e+17	6.12156e+17	6.84918e+17	7.5788e+17	3.35353e+17	8.6002e+15	6.17292e+15	5.72624e+15	2.50582e+15	1.58545e+15	3.1709e+15	4.75635e+15	6.3418e+15	7.9277e+15	9.75832e+15	1.21023e+16	1.57716e+16	2.01142e+16	2.41816e+16	3.09841e+17	4.54037e+17	1.43555	3.6887	3.6887	3.6887	3.6887	3.6887	3.6887	3.68884	3.79491	4.05968	4.32584	4.47212	4.6804	4.68986	4.68986	
